rate,loc,group,stage
9.25,1,1,1
13,1,1,1
19,1,1,1
28.2,1,1,1
26.2,1,1,1
24,1,1,1
14.2,1,1,1
9.8,1,1,1
16.6,1,1,1
70,1,1,1
12.4444444444444,1,1,1
28.6,1,1,1
45.8,1,1,1
12.4,1,1,1
29.6,1,1,1
6.8,1,1,1
5.6,1,1,1
29,1,1,1
57.8,1,1,1
15.2,1,1,1
36,1,1,1
10,2,1,1
13,2,1,1
